InteractionSpeciesCode,BatPopulationCode,FlyPopulationCode,RefCode,SiteCode,CurrentBatSpecies,BatSubspecies,CurrentFlySpecies,FlySubspecies,NumberInteractions,NumberInteractionsByFlyFemales,NumberInteractionsByFlyMales,NumberInteractionsByFlyUndetermined,BatInfested,BatInfestedFemales,BatInfestedMales,Prevalence,PrevalenceOnBatFemales,PrevalenceOnBatMales,MeanFlyIntensity,MeanFlyIntensityOnBatFemales,MeanFlyIntensityOnBatMales,MeanFlyAbundance,MeanFlyAbundaceOnBatFemales,MeanFlyAbundanceOnBatMales,Observations
BFSSI0818,BFBPOP0523,BFFPOP0690,BFR024,BFA141,Artibeus jamaicensis,NA,Metelasmus pseudopterus,NA,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0819,BFBPOP0523,BFFPOP0693,BFR024,BFA141,Artibeus jamaicensis,NA,Trichobius intermedius,NA,222,117,104,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0820,BFBPOP0524,BFFPOP0691,BFR024,BFA141,Desmodus rotundus,NA,Strebla wiedemanni,NA,19,9,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0821,BFBPOP0524,BFFPOP0694,BFR024,BFA141,Desmodus rotundus,NA,Trichobius parasiticus,NA,37,35,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0822,BFBPOP0525,BFFPOP0692,BFR024,BFA141,Glossophaga soricina,NA,Trichobius dugesii,NA,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0823,BFBPOP0525,BFFPOP0695,BFR024,BFA141,Glossophaga soricina,NA,Trichobius uniformis,NA,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0824,BFBPOP0526,BFFPOP0692,BFR024,BFA141,Mimon cozumelae,NA,Trichobius dugesii,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0825,BFBPOP0527,BFFPOP0696,BFR024,BFA141,Pteronotus mesoamericanus,NA,Trichobius yunkeri,NA,5,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0826,BFBPOP0528,BFFPOP0687,BFR024,BFA141,Sturnira parvidens,NA,Aspidoptera delatorrei,NA,27,11,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0827,BFBPOP0528,BFFPOP0689,BFR024,BFA141,Sturnira parvidens,NA,Megistopoda proxima,NA,34,8,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0828,BFBPOP0529,BFFPOP0698,BFR024,BFA142,Artibeus jamaicensis,NA,Megistopoda aranea,NA,9,5,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0829,BFBPOP0529,BFFPOP0702,BFR024,BFA142,Artibeus jamaicensis,NA,Trichobius intermedius,NA,92,40,52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0830,BFBPOP0530,BFFPOP0700,BFR024,BFA142,Desmodus rotundus,NA,Strebla wiedemanni,NA,19,4,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0831,BFBPOP0530,BFFPOP0703,BFR024,BFA142,Desmodus rotundus,NA,Trichobius parasiticus,NA,58,26,32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0832,BFBPOP0531,BFFPOP0701,BFR024,BFA142,Glossophaga soricina,NA,Trichobius dugesii,NA,3,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0833,BFBPOP0531,BFFPOP0704,BFR024,BFA142,Glossophaga soricina,NA,Trichobius uniformis,NA,4,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0834,BFBPOP0531,BFFPOP0705,BFR024,BFA142,Glossophaga soricina,NA,Trichobius yunkeri,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0835,BFBPOP0532,BFFPOP0699,BFR024,BFA142,Mimon cozumelae,NA,Strebla alvarezi,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0836,BFBPOP0533,BFFPOP0705,BFR024,BFA142,Pteronotus mesoamericanus,NA,Trichobius yunkeri,NA,36,15,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0837,BFBPOP0534,BFFPOP0697,BFR024,BFA142,Sturnira parvidens,NA,Aspidoptera delatorrei,NA,4,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0838,BFBPOP0535,BFFPOP0706,BFR024,BFA143,Artibeus jamaicensis,NA,Megistopoda aranea,NA,21,12,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0839,BFBPOP0535,BFFPOP0707,BFR024,BFA143,Artibeus jamaicensis,NA,Metelasmus pseudopterus,NA,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0840,BFBPOP0535,BFFPOP0709,BFR024,BFA143,Artibeus jamaicensis,NA,Trichobius intermedius,NA,101,36,65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0841,BFBPOP0536,BFFPOP0708,BFR024,BFA143,Desmodus rotundus,NA,Strebla wiedemanni,NA,30,15,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0842,BFBPOP0536,BFFPOP0710,BFR024,BFA143,Desmodus rotundus,NA,Trichobius parasiticus,NA,117,46,71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0843,BFBPOP0537,BFFPOP0711,BFR024,BFA143,Glossophaga soricina,NA,Trichobius uniformis,NA,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0844,BFBPOP0537,BFFPOP0712,BFR024,BFA143,Glossophaga soricina,NA,Trichobius yunkeri,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0845,BFBPOP0538,BFFPOP0712,BFR024,BFA143,Pteronotus mesoamericanus,NA,Trichobius yunkeri,NA,3,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0846,BFBPOP0539,BFFPOP0713,BFR024,BFA144,Artibeus jamaicensis,NA,Megistopoda aranea,NA,4,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0847,BFBPOP0539,BFFPOP0715,BFR024,BFA144,Artibeus jamaicensis,NA,Metelasmus pseudopterus,NA,3,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0848,BFBPOP0539,BFFPOP0719,BFR024,BFA144,Artibeus jamaicensis,NA,Trichobius intermedius,NA,34,21,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0849,BFBPOP0540,BFFPOP0717,BFR024,BFA144,Desmodus rotundus,NA,Strebla wiedemanni,NA,3,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0850,BFBPOP0540,BFFPOP0720,BFR024,BFA144,Desmodus rotundus,NA,Trichobius parasiticus,NA,12,4,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0851,BFBPOP0541,BFFPOP0716,BFR024,BFA144,Diphylla ecaudata,NA,Strebla diphyllae,NA,3,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0852,BFBPOP0541,BFFPOP0718,BFR024,BFA144,Diphylla ecaudata,NA,Trichobius diphyllae,NA,6,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0853,BFBPOP0542,BFFPOP0714,BFR024,BFA144,Sturnira parvidens,NA,Megistopoda proxima,NA,7,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0854,BFBPOP0543,BFFPOP0721,BFR024,BFA145,Diphylla ecaudata,NA,Strebla diphyllae,NA,5,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0855,BFBPOP0543,BFFPOP0722,BFR024,BFA145,Diphylla ecaudata,NA,Trichobius diphyllae,NA,14,7,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0856,BFBPOP0544,BFFPOP0723,BFR024,BFA145,Glossophaga soricina,NA,Trichobius dugesii,NA,3,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0857,BFBPOP0545,BFFPOP0724,BFR025,BFA146,Anoura caudifer,NA,Anastrebla caudiferae,NA,NA,NA,NA,NA,NA,NA,NA,6.70,NA,NA,2.00,NA,NA,NA,NA,NA,NA
BFSSI0858,BFBPOP0545,BFFPOP0732,BFR025,BFA146,Anoura caudifer,NA,Strebla carvalhoi,NA,NA,NA,NA,NA,NA,NA,NA,20.00,NA,NA,1.67,NA,NA,NA,NA,NA,NA
BFSSI0859,BFBPOP0545,BFFPOP0736,BFR025,BFA146,Anoura caudifer,NA,Trichobius tiptoni,NA,NA,NA,NA,NA,NA,NA,NA,13.30,NA,NA,3.00,NA,NA,NA,NA,NA,NA
BFSSI0860,BFBPOP0546,BFFPOP0727,BFR025,BFA146,Artibeus fimbriatus,NA,Megistopoda aranea,NA,NA,NA,NA,NA,NA,NA,NA,16.20,NA,NA,2.00,NA,NA,NA,NA,NA,NA
BFSSI0861,BFBPOP0546,BFFPOP0728,BFR025,BFA146,Artibeus fimbriatus,NA,Megistopoda proxima,NA,NA,NA,NA,NA,NA,NA,NA,1.00,NA,NA,1.00,NA,NA,NA,NA,NA,NA
BFSSI0862,BFBPOP0546,BFFPOP0729,BFR025,BFA146,Artibeus fimbriatus,NA,Metelasmus pseudopterus,NA,NA,NA,NA,NA,NA,NA,NA,7.10,NA,NA,1.00,NA,NA,NA,NA,NA,NA
BFSSI0863,BFBPOP0546,BFFPOP0731,BFR025,BFA146,Artibeus fimbriatus,NA,Paratrichobius longicrus,NA,NA,NA,NA,NA,NA,NA,NA,2.00,NA,NA,2.00,NA,NA,NA,NA,NA,NA
BFSSI0864,BFBPOP0547,BFFPOP0731,BFR025,BFA146,Artibeus lituratus,NA,Paratrichobius longicrus,NA,NA,NA,NA,NA,NA,NA,NA,28.10,NA,NA,1.95,NA,NA,NA,NA,NA,NA
BFSSI0865,BFBPOP0547,BFFPOP0733,BFR025,BFA146,Artibeus lituratus,NA,Strebla guajiro,NA,NA,NA,NA,NA,NA,NA,NA,0.70,NA,NA,1.00,NA,NA,NA,NA,NA,NA
BFSSI0866,BFBPOP0548,BFFPOP0728,BFR025,BFA146,Carollia perspicillata,NA,Megistopoda proxima,NA,NA,NA,NA,NA,NA,NA,NA,1.90,NA,NA,1.00,NA,NA,NA,NA,NA,NA
BFSSI0867,BFBPOP0548,BFFPOP0729,BFR025,BFA146,Carollia perspicillata,NA,Metelasmus pseudopterus,NA,NA,NA,NA,NA,NA,NA,NA,3.70,NA,NA,2.00,NA,NA,NA,NA,NA,NA
BFSSI0868,BFBPOP0548,BFFPOP0733,BFR025,BFA146,Carollia perspicillata,NA,Strebla guajiro,NA,NA,NA,NA,NA,NA,NA,NA,18.50,NA,NA,1.40,NA,NA,NA,NA,NA,NA
BFSSI0869,BFBPOP0548,BFFPOP0734,BFR025,BFA146,Carollia perspicillata,NA,Trichobius joblingi,NA,NA,NA,NA,NA,NA,NA,NA,50.00,NA,NA,1.81,NA,NA,NA,NA,NA,NA
BFSSI0870,BFBPOP0549,BFFPOP0727,BFR025,BFA146,Sturnira lilium,NA,Megistopoda aranea,NA,NA,NA,NA,NA,NA,NA,NA,0.60,NA,NA,1.00,NA,NA,NA,NA,NA,NA
BFSSI0871,BFBPOP0549,BFFPOP0728,BFR025,BFA146,Sturnira lilium,NA,Megistopoda proxima,NA,NA,NA,NA,NA,NA,NA,NA,28.60,NA,NA,1.80,NA,NA,NA,NA,NA,NA
BFSSI0872,BFBPOP0549,BFFPOP0730,BFR025,BFA146,Sturnira lilium,NA,Metelasmus wenzeli,NA,NA,NA,NA,NA,NA,NA,NA,0.60,NA,NA,1.00,NA,NA,NA,NA,NA,NA
BFSSI0873,BFBPOP0549,BFFPOP0731,BFR025,BFA146,Sturnira lilium,NA,Paratrichobius longicrus,NA,NA,NA,NA,NA,NA,NA,NA,0.60,NA,NA,1.00,NA,NA,NA,NA,NA,NA
BFSSI0874,BFBPOP0549,BFFPOP0735,BFR025,BFA146,Sturnira lilium,NA,Trichobius phyllostomae,NA,NA,NA,NA,NA,NA,NA,NA,1.30,NA,NA,1.00,NA,NA,NA,NA,NA,NA
BFSSI0875,BFBPOP0550,BFFPOP0725,BFR025,BFA146,Myotis nigricans,NA,Basilia juquiensis,NA,NA,NA,NA,NA,NA,NA,NA,40.00,NA,NA,4.00,NA,NA,NA,NA,NA,NA
BFSSI0876,BFBPOP0550,BFFPOP0726,BFR025,BFA146,Myotis nigricans,NA,Basilia lindolphoi,NA,NA,NA,NA,NA,NA,NA,NA,40.00,NA,NA,2.50,NA,NA,NA,NA,NA,NA
BFSSI0877,BFBPOP0551,BFFPOP0737,BFR026,BFA147,Phyllostomus hastatus,NA,Trichobius longipes,NA,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0878,BFBPOP0552,BFFPOP0738,BFR026,BFA147,Pteronotus parnellii,NA,Trichobius yunkeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0879,BFBPOP0553,BFFPOP0739,BFR026,BFA148,Carollia perspicillata,NA,Speiseria ambigua,NA,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0880,BFBPOP0554,BFFPOP0740,BFR026,BFA148,Desmodus rotundus,NA,Trichobius joblingi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0881,BFBPOP0554,BFFPOP0741,BFR026,BFA148,Desmodus rotundus,NA,Trichobius parasiticus,NA,3,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0882,BFBPOP0555,BFFPOP0740,BFR026,BFA148,Sturnira lilium,NA,Trichobius joblingi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0883,BFBPOP0556,BFFPOP0742,BFR026,BFA149,Anoura geoffroyi,NA,Exastinion clovisi,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0884,BFBPOP0557,BFFPOP0743,BFR026,BFA149,Choeronycteris mexicana,NA,Trichobius new species 1,NA,3,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0885,BFBPOP0558,BFFPOP0744,BFR026,BFA149,Leptonycteris nivalis,NA,Trichobius sphaeronotus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0886,BFBPOP0559,BFFPOP0745,BFR026,BFA149,Natalus stramineus,NA,Trichobius galei,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0887,BFBPOP0560,BFFPOP0746,BFR026,BFA150,Carollia castanea,NA,Trichobius joblingi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0888,BFBPOP0561,BFFPOP0747,BFR026,BFA150,Glossophaga soricina,NA,Trichobius uniformis,NA,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0889,BFBPOP0562,BFFPOP0748,BFR026,BFA150,Pteronotus parnellii,NA,Trichobius yunkeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0890,BFBPOP0562,BFFPOP0748,BFR026,BFA150,Pteronotus parnellii,NA,Trichobius yunkeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0891,BFBPOP0563,BFFPOP0749,BFR026,BFA151,Carollia perspicillata,NA,Trichobius joblingi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFSSI0892,BFBPOP0564,BFFPOP0762,BFR027,BFA152,Anoura caudifer,NA,Strebla carvalhoi,NA,1,0,0,1,1,NA,NA,12.50,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI0893,BFBPOP0564,BFFPOP0785,BFR027,BFA152,Anoura caudifer,NA,Trichobius tiptoni,NA,6,0,0,6,4,NA,NA,50.00,NA,NA,1.5,NA,NA,NA,NA,NA,NA
BFSSI0894,BFBPOP0565,BFFPOP0750,BFR027,BFA152,Anoura geoffroyi,NA,Anastrebla modestini,NA,8,0,0,8,5,NA,NA,83.30,NA,NA,1.6,NA,NA,NA,NA,NA,NA
BFSSI0895,BFBPOP0565,BFFPOP0754,BFR027,BFA152,Anoura geoffroyi,NA,Exastinion clovisi,NA,11,0,0,11,7,NA,NA,100.00,NA,NA,1.67,NA,NA,NA,NA,NA,NA
BFSSI0896,BFBPOP0565,BFFPOP0781,BFR027,BFA152,Anoura geoffroyi,NA,Trichobius propinquus,NA,1,0,0,1,1,NA,NA,11.10,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI0897,BFBPOP0566,BFFPOP0759,BFR027,BFA152,Artibeus lituratus,NA,Paratrichobius longicrus,NA,1,0,0,1,1,NA,NA,11.10,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI0898,BFBPOP0567,BFFPOP0751,BFR027,BFA152,Artibeus planirostris,NA,Aspidoptera phyllostomatis,NA,6,0,0,6,4,NA,NA,1.20,NA,NA,1.5,NA,NA,NA,NA,NA,NA
BFSSI0899,BFBPOP0567,BFFPOP0755,BFR027,BFA152,Artibeus planirostris,NA,Megistopoda aranea,NA,106,0,0,106,58,NA,NA,17.90,NA,NA,1.81,NA,NA,NA,NA,NA,NA
BFSSI0900,BFBPOP0567,BFFPOP0766,BFR027,BFA152,Artibeus planirostris,NA,Strebla guajiro,NA,11,0,0,11,5,NA,NA,1.50,NA,NA,1.2,NA,NA,NA,NA,NA,NA
BFSSI0901,BFBPOP0567,BFFPOP0774,BFR027,BFA152,Artibeus planirostris,NA,Trichobius dugesii,NA,6,0,0,6,1,NA,NA,0.30,NA,NA,6,NA,NA,NA,NA,NA,NA
BFSSI0902,BFBPOP0567,BFFPOP0776,BFR027,BFA152,Artibeus planirostris,NA,Trichobius joblingi,NA,7,0,0,7,1,NA,NA,0.30,NA,NA,7,NA,NA,NA,NA,NA,NA
BFSSI0903,BFBPOP0567,BFFPOP0778,BFR027,BFA152,Artibeus planirostris,NA,Trichobius longipes,NA,1,0,0,1,1,NA,NA,0.30,NA,NA,7,NA,NA,NA,NA,NA,NA
BFSSI0904,BFBPOP0567,BFFPOP0779,BFR027,BFA152,Artibeus planirostris,NA,Trichobius parasiticus,NA,1,0,0,1,1,NA,NA,0.30,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI0905,BFBPOP0568,BFFPOP0756,BFR027,BFA152,Carollia perspicillata,NA,New genus,NA,1,0,0,1,1,NA,NA,0.50,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI0906,BFBPOP0568,BFFPOP0755,BFR027,BFA152,Carollia perspicillata,NA,Megistopoda aranea,NA,1,0,0,1,1,NA,NA,0.50,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI0907,BFBPOP0568,BFFPOP0761,BFR027,BFA152,Carollia perspicillata,NA,Speiseria ambigua,NA,1,0,0,1,1,NA,NA,4.80,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI0908,BFBPOP0568,BFFPOP0766,BFR027,BFA152,Carollia perspicillata,NA,Strebla guajiro,NA,29,0,0,29,20,NA,NA,9.60,NA,NA,1.3,NA,NA,NA,NA,NA,NA
BFSSI0909,BFBPOP0568,BFFPOP0774,BFR027,BFA152,Carollia perspicillata,NA,Trichobius dugesii,NA,41,0,0,41,18,NA,NA,8.70,NA,NA,2.28,NA,NA,NA,NA,NA,NA
BFSSI0910,BFBPOP0568,BFFPOP0776,BFR027,BFA152,Carollia perspicillata,NA,Trichobius joblingi,NA,289,0,0,289,101,NA,NA,48.60,NA,NA,2.84,NA,NA,NA,NA,NA,NA
BFSSI0911,BFBPOP0569,BFFPOP0763,BFR027,BFA152,Chrotopterus auritus,NA,Strebla chrotopteri,NA,10,0,0,10,10,NA,NA,100.00,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI0912,BFBPOP0570,BFFPOP0769,BFR027,BFA152,Desmodus rotundus,NA,Strebla wiedemanni,NA,57,0,0,57,18,NA,NA,19.60,NA,NA,3.11,NA,NA,NA,NA,NA,NA
BFSSI0913,BFBPOP0570,BFFPOP0775,BFR027,BFA152,Desmodus rotundus,NA,Trichobius furmani,NA,44,0,0,44,11,NA,NA,11.00,NA,NA,4,NA,NA,NA,NA,NA,NA
BFSSI0914,BFBPOP0570,BFFPOP0779,BFR027,BFA152,Desmodus rotundus,NA,Trichobius parasiticus,NA,79,0,0,79,14,NA,NA,14.00,NA,NA,5.64,NA,NA,NA,NA,NA,NA
BFSSI0915,BFBPOP0571,BFFPOP0765,BFR027,BFA152,Diphylla ecaudata,NA,Strebla diphyllae,NA,1,0,0,1,1,NA,NA,16.70,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI0916,BFBPOP0571,BFFPOP0773,BFR027,BFA152,Diphylla ecaudata,NA,Trichobius diphyllae,NA,1,0,0,1,1,NA,NA,16.70,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI0917,BFBPOP0572,BFFPOP0757,BFR027,BFA152,Glossophaga soricina,NA,Paraeuctenodes longipes,NA,4,0,0,4,2,NA,NA,3.30,NA,NA,2,NA,NA,NA,NA,NA,NA
BFSSI0918,BFBPOP0572,BFFPOP0764,BFR027,BFA152,Glossophaga soricina,NA,Strebla curvata,NA,1,0,0,1,1,NA,NA,1.70,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI0919,BFBPOP0572,BFFPOP0774,BFR027,BFA152,Glossophaga soricina,NA,Trichobius dugesii,NA,16,0,0,16,6,NA,NA,10.00,NA,NA,1.67,NA,NA,NA,NA,NA,NA
BFSSI0920,BFBPOP0572,BFFPOP0777,BFR027,BFA152,Glossophaga soricina,NA,Trichobius lonchophyllae,NA,13,0,0,13,7,NA,NA,11.70,NA,NA,1.86,NA,NA,NA,NA,NA,NA
BFSSI0921,BFBPOP0572,BFFPOP0782,BFR027,BFA152,Glossophaga soricina,NA,Trichobius sp.,NA,1,0,0,1,1,NA,NA,1.70,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI0922,BFBPOP0573,BFFPOP0758,BFR027,BFA152,Lonchophylla dekeyseri,NA,Paraeuctenodes similis,NA,1,0,0,1,1,NA,NA,9.10,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI0923,BFBPOP0573,BFFPOP0774,BFR027,BFA152,Lonchophylla dekeyseri,NA,Trichobius dugesii,NA,1,0,0,1,1,NA,NA,9.10,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI0924,BFBPOP0573,BFFPOP0777,BFR027,BFA152,Lonchophylla dekeyseri,NA,Trichobius lonchophyllae,NA,8,0,0,8,3,NA,NA,27.30,NA,NA,2.67,NA,NA,NA,NA,NA,NA
BFSSI0925,BFBPOP0573,BFFPOP0783,BFR027,BFA152,Lonchophylla dekeyseri,NA,Trichobius dugesii complex,NA,1,0,0,1,1,NA,NA,9.10,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI0926,BFBPOP0573,BFFPOP0786,BFR027,BFA152,Lonchophylla dekeyseri,NA,Trichobius uniformis,NA,2,0,0,2,1,NA,NA,9.10,NA,NA,2,NA,NA,NA,NA,NA,NA
BFSSI0927,BFBPOP0574,BFFPOP0769,BFR027,BFA152,Micronycteris minuta,NA,Strebla wiedemanni,NA,4,0,0,4,3,NA,NA,33.30,NA,NA,1.33,NA,NA,NA,NA,NA,NA
BFSSI0928,BFBPOP0574,BFFPOP0771,BFR027,BFA152,Micronycteris minuta,NA,Trichobius cf. handley,NA,8,0,0,8,2,NA,NA,22.20,NA,NA,4,NA,NA,NA,NA,NA,NA
BFSSI0929,BFBPOP0574,BFFPOP0774,BFR027,BFA152,Micronycteris minuta,NA,Trichobius dugesii,NA,8,0,0,8,5,NA,NA,55.60,NA,NA,1.6,NA,NA,NA,NA,NA,NA
BFSSI0930,BFBPOP0575,BFFPOP0776,BFR027,BFA152,Micronycteris sanborni,NA,Trichobius joblingi,NA,1,0,0,1,1,NA,NA,100.00,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI0931,BFBPOP0576,BFFPOP0756,BFR027,BFA152,Micronycteris sp.,NA,New genus,NA,1,0,0,1,1,NA,NA,16.70,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI0932,BFBPOP0576,BFFPOP0771,BFR027,BFA152,Micronycteris sp.,NA,Trichobius cf. handley,NA,3,0,0,3,2,NA,NA,33.30,NA,NA,1.5,NA,NA,NA,NA,NA,NA
BFSSI0933,BFBPOP0577,BFFPOP0753,BFR027,BFA152,Gardnerycteris crenulatum,NA,Basilia mimoni,NA,1,0,0,1,1,NA,NA,5.60,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI0934,BFBPOP0577,BFFPOP0756,BFR027,BFA152,Gardnerycteris crenulatum,NA,New genus,NA,1,0,0,1,1,NA,NA,5.60,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI0935,BFBPOP0577,BFFPOP0776,BFR027,BFA152,Gardnerycteris crenulatum,NA,Trichobius joblingi,NA,1,0,0,1,1,NA,NA,5.60,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI0936,BFBPOP0577,BFFPOP0784,BFR027,BFA152,Gardnerycteris crenulatum,NA,Trichobius longipes complex,NA,1,0,0,1,1,NA,NA,5.60,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI0937,BFBPOP0578,BFFPOP0778,BFR027,BFA152,Phylloderma stenops,NA,Trichobius longipes,NA,9,0,0,9,1,NA,NA,16.70,NA,NA,9,NA,NA,NA,NA,NA,NA
BFSSI0938,BFBPOP0579,BFFPOP0767,BFR027,BFA152,Phyllostomus discolor,NA,Strebla hertigi,NA,9,0,0,9,4,NA,NA,14.80,NA,NA,2.25,NA,NA,NA,NA,NA,NA
BFSSI0939,BFBPOP0579,BFFPOP0770,BFR027,BFA152,Phyllostomus discolor,NA,Trichobius bequaerti,NA,1,0,0,1,1,NA,NA,3.70,NA,NA,1,NA,NA,NA,NA,NA,NA
BFSSI0940,BFBPOP0579,BFFPOP0772,BFR027,BFA152,Phyllostomus discolor,NA,Trichobius costalimai,NA,200,0,0,200,27,NA,NA,100.00,NA,NA,7.41,NA,NA,NA,NA,NA,NA
